id,pcf_pointer,team_id,team_name,short_name,full_name,shirt_number,shirt_number_reliable,position_original,position_normalized,role_primary,overall,overall_derived,attr_velocidad,attr_resistencia,attr_agresividad,attr_calidad,attr_remate,attr_regate,attr_pase,attr_tiro,attr_entradas,attr_portero,birth_date,age,nationality,birth_country,birth_place,height,weight,preferred_foot,market_value,salary,slot,skin,hair,source_file,source_offset,data_confidence
racing-1818-8895,8895,racing-1818,Racing,Quiroz,Fernando Héctor QUIROZ,5,True,Medio,MF,Medio centro organizador,79,79,75,79,80,84,63,89,84,60,66,15,1968-06-19,30,Argentina,Argentina,Capital Federal,189,80,,,,17,blanco,moreno,EQ003003.PKF,1259301,original
racing-1818-8899,8899,racing-1818,Racing,Delgado,Marcelo Alejandro DELGADO,8,True,Delantero,FW,Extremo derecho,81,81,89,71,79,85,84,82,60,89,68,11,1973-03-24,25,Argentina,Argentina,Cap. Bermúdez (Sta. Fé),175,70,,,,10,blanco,moreno,EQ003003.PKF,1262504,original
racing-1818-23888,23888,racing-1818,Racing,Ojeda,Pedro OJEDA Bustos,21,True,Delantero,FW,Delantero centro,77,77,76,79,77,77,79,74,72,77,35,10,1972-11-15,25,Argentina,Argentina,San Luis (Argentina),194,93,,,,18,blanco,moreno,EQ003003.PKF,1265984,original
racing-1818-23889,23889,racing-1818,Racing,Villalba,Facundo Luis VILLALBA,22,True,Delantero,FW,Delantero centro,76,76,79,76,74,77,78,79,72,77,40,10,1973-06-20,25,Argentina,Argentina,Avellaneda (Argentina),,,,,,16,blanco,moreno,EQ003003.PKF,1266384,original
boca-1816-17474,17474,boca-1816,Boca,Muñoz,Cristian Fernando MUÑOZ,25,True,Portero,GK,Portero,76,76,76,75,78,78,18,23,21,20,17,78,1977-07-01,21,Argentina,Argentina,Junín (BA),178,72,,,,19,blanco,castano,EQ003003.PKF,1272802,original
boca-1816-25468,25468,boca-1816,Boca,Abbondancieri,Roberto Carlos ABBONDANCIERI,12,True,Portero,GK,Portero,78,78,76,79,80,78,19,23,18,23,24,82,1972-08-19,25,Argentina,Argentina,Bouquet (Santa Fé),190,83,,,,12,blanco,moreno,EQ003003.PKF,1273795,original
boca-1816-17476,17476,boca-1816,Boca,Córdoba,Oscar Eduardo CORDOBA Arce,1,True,Portero,GK,Portero,88,88,85,88,88,93,20,19,16,18,15,90,1970-02-03,28,Colombia,Colombia,Cali (Colombia),190,80,,,,1,mulato,moreno,EQ003003.PKF,1278408,original
boca-1816-25659,25659,boca-1816,Boca,Ortiz,Fernando ORTIZ,14,True,Defensa,DF,Libre,68,68,73,70,56,73,58,42,58,58,73,26,1977-12-25,20,Argentina,Argentina,Corral de Bustos (CBA),,,,,,21,blanco,castano,EQ003003.PKF,1280951,original
boca-1816-23890,23890,boca-1816,Boca,Samuel,Walter Adrián SAMUEL,6,True,Defensa,DF,Central izquierdo,82,82,82,84,83,80,78,72,77,75,82,10,1978-03-22,20,Argentina,Argentina,Firmat (Santa Fe),,,,,,5,blanco,moreno,EQ003003.PKF,1281380,original
boca-1816-20799,20799,boca-1816,Boca,Ibarra,Hugo Benjamín IBARRA,4,True,Defensa,DF,Lateral derecho,82,82,88,80,80,83,69,61,69,63,82,18,1974-04-01,24,Argentina,Argentina,El Colorado (Formosa),170,72,,,,2,blanco,moreno,EQ003003.PKF,1282033,original
boca-1816-17477,17477,boca-1816,Boca,Bermúdez,Jorge Hernán BERMÚDEZ Morales,2,True,Defensa,DF,Libre,82,82,80,82,83,84,60,63,61,63,82,11,1971-06-18,27,Colombia,Colombia,Armenia (Colombia),192,80,,,,4,blanco,moreno,EQ003003.PKF,1286085,original
boca-1816-17479,17479,boca-1816,Boca,Matellán,Aníbal Samuel MATELLAN,15,True,Defensa,DF,Central izquierdo,78,78,77,79,83,75,69,69,69,69,84,10,1977-05-08,21,Argentina,Argentina,Gral. Villegas (BA),176,65,,,,23,blanco,moreno,EQ003003.PKF,1288452,original
boca-1816-25469,25469,boca-1816,Boca,Arruabarrena,Rodolfo Martín ARRUABARRENA,3,True,Defensa,DF,Lateral izquierdo,80,80,80,82,85,76,68,60,67,64,83,15,1975-07-20,22,Argentina,Argentina,Marcos Paz (Buenos Aires),178,72,,,,3,blanco,rubio,EQ003003.PKF,1289587,original
boca-1816-17481,17481,boca-1816,Boca,Traverso,Cristian Alberto TRAVERSO,13,True,Defensa,DF,Central derecho,79,79,77,79,90,73,68,63,61,62,87,12,1972-04-17,26,Argentina,Argentina,San Martín (BA),197,85,,,,14,blanco,moreno,EQ003003.PKF,1291326,original
boca-1816-25660,25660,boca-1816,Boca,Rosada,Ariel Javier ROSADA,16,True,Medio,MF,Interior derecho,75,75,70,76,78,78,75,75,70,75,76,9,1978-04-11,20,Argentina,Argentina,Campana (BA),,,,,,20,blanco,castano,EQ003003.PKF,1292488,original
boca-1816-24652,24652,boca-1816,Boca,Navas,Fernando NAVAS,11,True,Medio,MF,Media punta por el centro,79,79,80,79,77,80,76,79,79,77,45,10,1977-01-29,21,Argentina,Argentina,Merlo (Argentina),,,,,,11,blanco,castano,EQ003003.PKF,1293019,original
boca-1816-8778,8778,boca-1816,Boca,Serna,Mauricio Alberto SERNA Valencia,5,True,Medio,MF,Medio centro defensivo,73,73,77,67,76,73,65,70,82,80,66,26,1968-01-22,30,Colombia,Colombia,Medellín,167,65,,,,6,blanco,moreno,EQ003003.PKF,1293435,original
boca-1816-8910,8910,boca-1816,Boca,Basualdo,José Horacio BASUALDO,18,True,Medio,MF,Interior derecho,79,79,77,79,76,85,75,81,83,85,83,16,1964-06-26,34,Argentina,Argentina,Campana (B.A.),180,75,,,,22,blanco,moreno,EQ003003.PKF,1294578,original
boca-1816-17482,17482,boca-1816,Boca,La Paglia,César Osvaldo LAPAGLIA,19,True,Medio,MF,Media punta por el centro,79,79,78,77,73,90,69,82,83,65,64,20,1978-05-22,20,Argentina,Argentina,Capital Federal,170,64,,,,15,blanco,moreno,EQ003003.PKF,1299693,original
boca-1816-6103,6103,boca-1816,Boca,Berti,Alfredo Jesús BERTI,17,True,Medio,MF,Medio centro defensivo,80,80,76,81,90,76,68,83,83,68,65,13,1971-10-05,26,Argentina,Argentina,Emp. Villa Constitución (Sta Fé),176,70,,,,17,blanco,castano,EQ003003.PKF,1300917,original
boca-1816-20759,20759,boca-1816,Boca,Gustavo Barros,GUSTAVO BARROS SCHELOTTO,22,True,Medio,MF,Centrocampista derecha,81,81,79,76,87,83,66,89,87,63,62,10,1973-05-04,25,Argentina,Argentina,La Plata (BA),177,74,,,,18,blanco,moreno,EQ003003.PKF,1303576,original
boca-1816-8911,8911,boca-1816,Boca,Cagna,Diego CAGNA,8,True,Medio,MF,Interior derecho,80,80,77,84,79,81,66,88,85,69,66,18,1970-04-19,28,Argentina,Argentina,Capital Federal,190,77,,,,8,blanco,moreno,EQ003003.PKF,1306328,original
boca-1816-17485,17485,boca-1816,Boca,Riquelme,Juan Román RIQUELME,10,True,Medio,MF,Medio centro organizador,85,85,81,84,85,90,60,86,89,62,66,14,1978-06-24,20,Argentina,Argentina,San Fernando (BA),185,76,,,,10,blanco,moreno,EQ003003.PKF,1309377,original
boca-1816-25661,25661,boca-1816,Boca,Christian Giménez,Christian Giménez,21,True,Delantero,FW,Delantero centro,81,81,83,77,81,83,68,71,72,78,84,5,1981-02-01,17,Argentina,Argentina,Resistencia (Chaco),,,,,,16,blanco,castano,EQ003003.PKF,1311723,original
boca-1816-20765,20765,boca-1816,Boca,Barijho,Antonio Daniel BARIJHO,27,True,Delantero,FW,Delantero centro,79,79,84,78,72,84,90,88,68,90,62,11,1977-03-18,21,Argentina,Argentina,Capital Federal,174,66,,,,13,blanco,moreno,EQ003003.PKF,1312795,original
boca-1816-25470,25470,boca-1816,Boca,Guillermo Barros,GUILLERMO BARROS SCHELOTTO,7,True,Delantero,FW,Extremo izquierdo,83,83,83,75,90,87,87,86,64,86,67,13,1973-05-04,25,Argentina,Argentina,La Plata (BA),170,68,,,,7,blanco,moreno,EQ003003.PKF,1315559,original
boca-1816-20760,20760,boca-1816,Boca,Palermo,Martín PALERMO,9,True,Delantero,FW,Delantero centro,85,85,86,85,86,85,90,90,67,86,62,17,1973-11-07,24,Argentina,Argentina,La Plata (BA),192,76,,,,9,blanco,rubio,EQ003003.PKF,1318804,original
huracán-1594-16473,16473,huracán-1594,Huracán,Ariel Graña,ARIEL GRAÑA,16,True,Defensa,DF,Central izquierdo,43,43,37,43,49,46,59,53,55,57,74,22,1976-01-19,22,Argentina,Argentina,Buenos Aires (ARG),191,84,,,,16,blanco,moreno,EQ003003.PKF,1323528,original
huracán-1594-25662,25662,huracán-1594,Huracán,Cotera,Alfredo Nicolás COTERA,15,True,Defensa,DF,Central derecho,41,41,38,41,42,43,54,57,54,56,68,12,1977-11-05,20,Argentina,Argentina,Capital Federal,,,,,,15,blanco,moreno,EQ003003.PKF,1324310,original
huracán-1594-25663,25663,huracán-1594,Huracán,Raúl López,Raúl LÓPEZ,6,True,Defensa,DF,Central izquierdo,51,51,46,51,57,51,53,36,57,58,76,14,1971-05-18,27,Argentina,Argentina,Capital Federal,,,,,,17,blanco,moreno,EQ003003.PKF,1324472,original
huracán-1594-25664,25664,huracán-1594,Huracán,Avalos,Fernando AVALOS,2,True,Defensa,DF,Libre,71,71,69,73,72,72,54,56,61,61,68,19,1978-03-31,20,Argentina,Argentina,Posadas (MIS),,,,,,2,blanco,castano,EQ003003.PKF,1324600,original
huracán-1594-8888,8888,huracán-1594,Huracán,Brusco,Sebastián José BRUSCO,26,True,Defensa,DF,Libre,79,79,79,79,81,80,68,60,62,66,86,19,1974-08-10,23,Argentina,Argentina,Córdoba,190,80,,,,6,blanco,moreno,EQ003003.PKF,1324728,original
huracán-1594-17557,17557,huracán-1594,Huracán,Asencio,Leonardo Daniel ASENCIO,3,True,Defensa,DF,Lateral izquierdo,62,62,63,62,63,60,64,63,66,69,90,19,1972-05-18,26,Argentina,Argentina,Capital Federal,176,65,,,,13,blanco,moreno,EQ003003.PKF,1327036,original
huracán-1594-17492,17492,huracán-1594,Huracán,R. Graieb,Rodolfo Moisés GRAIEB,4,True,Defensa,DF,Lateral derecho,77,77,79,78,76,78,65,63,68,60,82,12,1974-06-08,24,Argentina,Argentina,Río Ceballos (Cba),176,65,,,,4,blanco,castano,EQ003003.PKF,1328549,original
huracán-1594-25665,25665,huracán-1594,Huracán,Artaza,Gustavo Javier ARTAZA,14,True,Medio,MF,Interior derecho,42,42,45,39,41,44,51,47,53,57,48,32,1972-05-09,26,Argentina,Argentina,Bella Vista (BA),,,,,,18,blanco,castano,EQ003003.PKF,1329690,original
huracán-1594-17545,17545,huracán-1594,Huracán,Raúl Peralta,RAÚL Alejandro PERALTA,20,True,Medio,MF,Medio centro defensivo,64,64,63,64,66,65,76,65,61,75,76,11,1969-08-06,28,Argentina,Argentina,Córdoba,180,77,,,,5,blanco,moreno,EQ003003.PKF,1329829,original
huracán-1594-25666,25666,huracán-1594,Huracán,Orsi,Leonardo Ariel ORSI,24,True,Medio,MF,Media punta por el centro,53,53,51,56,57,50,61,65,66,74,74,10,1977-01-19,21,Argentina,Argentina,Capital Federal,,,,,,22,blanco,moreno,EQ003003.PKF,1330927,original
huracán-1594-25667,25667,huracán-1594,Huracán,Bartalay,Marcos BARTALAY,11,True,Medio,MF,Interior izquierdo,71,71,71,79,69,65,60,44,54,63,73,11,1974-02-18,24,Argentina,Argentina,Baradero (BA),,,,,,11,blanco,castano,EQ003003.PKF,1331084,original
huracán-1594-8894,8894,huracán-1594,Huracán,Chacoma,Gustavo Martín CHACOMA,5,True,Medio,MF,Medio centro organizador,79,79,78,79,78,82,65,84,89,63,68,13,1970-10-15,27,Argentina,Argentina,San Isidro (BA),182,75,,,,3,blanco,moreno,EQ003003.PKF,1331449,original
huracán-1594-17496,17496,huracán-1594,Huracán,D. Montenegro,Diego Gastón MONTENEGRO,10,True,Medio,MF,Media punta por el centro,80,80,83,78,76,85,63,85,80,61,69,12,1979-03-28,19,Argentina,Argentina,Buenos Aires,177,70,,,,10,blanco,moreno,EQ003003.PKF,1333559,original
huracán-1594-25668,25668,huracán-1594,Huracán,Toedtli,Mariano Ramón TOEDTLI,19,True,Delantero,FW,Delantero centro,57,57,54,57,58,59,80,66,78,74,71,5,1976-03-23,22,Argentina,Argentina,Leones (CBA),,,,,,19,blanco,castano,EQ003003.PKF,1334729,original
huracán-1594-25669,25669,huracán-1594,Huracán,Silvera,Andrés SILVERA,9,True,Delantero,FW,Media punta izquierda,56,56,55,54,55,63,62,52,58,65,60,23,1977-03-14,21,Argentina,Argentina,Comodoro Rivadavia,,,,,,9,blanco,castano,EQ003003.PKF,1335036,original
huracán-1594-25670,25670,huracán-1594,Huracán,Mhamed,Gustavo Mhamed,17,True,Delantero,FW,Delantero centro,54,54,58,57,57,45,73,75,70,66,71,8,1977-01-28,21,Argentina,Argentina,Capital Federal,,,,,,21,blanco,moreno,EQ003003.PKF,1335185,original
huracán-1594-25671,25671,huracán-1594,Huracán,Cappa,Samuel Norberto CAPPA,18,True,Delantero,FW,Delantero centro,55,55,66,51,53,50,72,68,70,73,65,7,1975-10-31,22,Argentina,Argentina,Capital Federal,,,,,,14,blanco,moreno,EQ003003.PKF,1335546,original
huracán-1594-20766,20766,huracán-1594,Huracán,Casas,Angel Gastón CASAS,7,True,Delantero,FW,Delantero centro,78,78,79,82,75,79,89,82,63,82,65,20,1978-01-10,20,Argentina,Argentina,Capital Federal,173,72,,,,7,blanco,rubio,EQ003003.PKF,1335895,original
huracán-1594-20768,20768,huracán-1594,Huracán,Sixto Peralta,SIXTO Raimundo PERALTA,8,True,Medio,MF,Media punta por el centro,81,81,82,80,77,85,60,83,88,67,60,16,1979-04-16,19,Argentina,Argentina,Comodoro Rivadavia,178,73,,,,8,blanco,castano,EQ003003.PKF,1337314,original
huracán-1594-25672,25672,huracán-1594,Huracán,Sodero,Javier SODERO,21,True,Portero,GK,Portero,55,55,55,55,51,60,35,24,14,26,41,78,1964-07-17,33,Argentina,Argentina,Villa María (CBA),,,,,,20,blanco,moreno,EQ003003.PKF,1339324,original
huracán-1594-25673,25673,huracán-1594,Huracán,Martín Ríos,Martín RÍOS,12,True,Portero,GK,Portero,51,51,52,48,49,56,16,14,25,29,59,83,1977-07-17,20,Argentina,Argentina,Arrecifes (BA),,,,,,12,blanco,moreno,EQ003003.PKF,1339463,original
huracán-1594-25674,25674,huracán-1594,Huracán,Islas,Luis Alberto ISLAS Rainieri,1,True,Portero,GK,Portero,77,77,76,77,75,80,22,13,24,19,26,91,1965-12-25,32,Argentina,Argentina,Capital Federal,187,85,,,,1,blanco,moreno,EQ003003.PKF,1339662,original
platense-1548-17499,17499,platense-1548,Platense,Cancelarich,Fabián Oscar CANCELARICH,22,True,Portero,GK,Portero,78,78,75,82,79,78,25,19,18,23,24,84,1965-12-30,32,Argentina,Argentina,Santa Fé,188,77,,,,12,blanco,rubio,EQ003003.PKF,1340951,original
platense-1548-17500,17500,platense-1548,Platense,Irusta,Gustavo Rolando IRUSTA,12,True,Portero,GK,Portero,76,76,75,79,77,73,17,20,19,16,21,83,1969-01-31,29,Argentina,Argentina,Azul (BA),184,72,,,,1,blanco,moreno,EQ003003.PKF,1342252,original
platense-1548-25675,25675,platense-1548,Platense,N. Pereyra,NORMAN Tomás PEREYRA,32,True,Defensa,DF,Lateral izquierdo,72,72,80,72,70,68,60,60,65,65,78,15,1976-07-12,21,Argentina,Argentina,Capital Federal,,,,,,15,blanco,moreno,EQ003003.PKF,1343294,original
platense-1548-25676,25676,platense-1548,Platense,Sardi,Mariano Óscar SARDI,24,True,Defensa,DF,Lateral izquierdo,69,69,66,70,70,70,45,60,50,55,70,15,1977-04-06,21,Argentina,Argentina,Junín (BA),,,,,,20,blanco,castano,EQ003003.PKF,1343462,original
platense-1548-20770,20770,platense-1548,Platense,Loyola,Daniel Alberto LOYOLA,20,True,Defensa,DF,Central derecho,79,79,78,79,84,76,61,63,69,69,80,20,1972-06-26,26,Argentina,Argentina,Godoy Cruz (Mza),184,70,,,,19,blanco,moreno,EQ003003.PKF,1344138,original
platense-1548-20771,20771,platense-1548,Platense,Erbín,Pablo Carlos ERBIN,6,True,Defensa,DF,Libre,79,79,75,81,88,74,69,66,60,60,80,19,1965-10-07,32,Argentina,Argentina,Capital Federal,182,73,,,,2,blanco,castano,EQ003003.PKF,1344908,original
platense-1548-17502,17502,platense-1548,Platense,Bocchio,Víctor Matías BOCCHIO,14,True,Defensa,DF,Central derecho,77,77,77,80,75,76,61,68,65,67,83,11,1977-05-06,21,Argentina,Argentina,Capital Federal,180,76,,,,17,blanco,castano,EQ003003.PKF,1347846,original
platense-1548-20773,20773,platense-1548,Platense,Lorenzón,Víctor Hugo LORENZON,2,True,Defensa,DF,Central derecho,78,78,77,76,85,74,65,63,68,69,83,14,1977-05-22,21,Argentina,Argentina,San Fernando (BA),183,70,,,,3,blanco,moreno,EQ003003.PKF,1349988,original
platense-1548-20774,20774,platense-1548,Platense,Váttimos,Antonio Humberto VATTIMOS,4,True,Defensa,DF,Lateral derecho,78,78,74,77,88,75,67,61,64,67,86,15,1965-05-24,33,Argentina,Argentina,Capital Federal,172,68,,,,4,blanco,moreno,EQ003003.PKF,1351493,original
platense-1548-25677,25677,platense-1548,Platense,Colliard,Enrique Eugenio COLLIARD,18,True,Medio,MF,Media punta derecha,71,71,77,70,65,75,67,72,70,70,75,7,1974-02-20,24,Argentina,Argentina,Lanús (BA),177,74,,,,18,blanco,moreno,EQ003003.PKF,1354807,original
platense-1548-17504,17504,platense-1548,Platense,R. García,Raúl Antenor GARCIA,3,True,Medio,MF,Centrocampista izquierda,77,77,78,77,79,77,62,86,90,65,64,11,1976-07-03,21,Argentina,Argentina,San Fernando del Valle de Catamarca,177,69,,,,6,blanco,moreno,EQ003003.PKF,1355283,original
platense-1548-17506,17506,platense-1548,Platense,P. Miranda,Paulo César MIRANDA,33,True,Medio,MF,Media punta por el centro,78,78,79,77,75,84,65,84,82,67,61,16,1979-04-21,19,Argentina,Argentina,Moreno (BA),169,65,,,,13,blanco,moreno,EQ003003.PKF,1356399,original
platense-1548-25472,25472,platense-1548,Platense,Chatruc,José Manuel CHATRUC,19,True,Medio,MF,Media punta derecha,78,78,82,77,76,77,62,80,90,66,64,10,1976-11-09,21,Argentina,Argentina,Capital Federal,176,70,,,,8,blanco,moreno,EQ003003.PKF,1357153,original
platense-1548-20741,20741,platense-1548,Platense,Coyette,Walter Gastón COYETTE,10,True,Delantero,FW,Media punta izquierda,79,79,81,78,74,84,86,80,65,89,67,13,1976-01-28,22,Argentina,Argentina,Avellaneda (BA),170,68,,,,11,blanco,moreno,EQ003003.PKF,1358287,original
platense-1548-25459,25459,platense-1548,Platense,Campodónico,Mariano CAMPODONICO,26,True,Delantero,FW,Delantero centro,73,73,70,75,75,73,78,66,67,71,62,8,1974-05-04,24,Argentina,Argentina,Adrogué (Buenos Aires),177,75,,,,16,blanco,moreno,EQ003003.PKF,1361674,original
platense-1548-17507,17507,platense-1548,Platense,D. Rivarola,Diego Gabriel RIVAROLA,21,True,Delantero,FW,Delantero centro,77,77,79,77,76,77,84,86,60,80,68,11,1976-07-14,21,Argentina,Argentina,Mendoza,177,68,,,,21,blanco,moreno,EQ003003.PKF,1362986,original
platense-1548-22057,22057,platense-1548,Platense,Mandrini,Sergio Aníbal MANDRINI,5,True,Medio,MF,Medio centro defensivo,79,79,76,82,84,77,60,86,81,66,66,19,1969-06-13,29,Argentina,Argentina,Olavarría (BA),176,70,,,,5,blanco,rubio,EQ003003.PKF,1363935,original
platense-1548-25473,25473,platense-1548,Platense,Lenguita,Favio Gabriel LENGUITA,11,True,Medio,MF,Medio centro defensivo,79,79,79,81,80,79,67,82,87,61,60,20,1969-04-22,29,Argentina,Argentina,Wilde (BA),180,70,,,,7,blanco,rubio,EQ003003.PKF,1365796,original
platense-1548-17508,17508,platense-1548,Platense,W. Jiménez,Walter Adrián JIMENEZ,16,True,Delantero,FW,Delantero centro,78,78,85,77,74,79,80,88,61,89,62,15,1977-08-29,20,Argentina,Argentina,Lanús (BA),177,70,,,,14,blanco,moreno,EQ003003.PKF,1368582,original
platense-1548-20777,20777,platense-1548,Platense,Godoy,Alberto Javier GODOY,9,True,Delantero,FW,Media punta por el centro,80,80,83,80,75,85,80,83,62,89,61,18,1973-10-28,24,Argentina,Argentina,Lanús (BA),178,70,,,,10,blanco,moreno,EQ003003.PKF,1370227,original
platense-1548-17510,17510,platense-1548,Platense,Spontón,Claudio Ariel SPONTON,7,True,Delantero,FW,Extremo izquierdo,81,81,88,78,75,83,90,84,68,83,68,14,1968-09-14,29,Argentina,Argentina,Malabrigo (SF),176,68,,,,9,blanco,rubio,EQ003003.PKF,1372541,original
gimnasia-j-1804-25678,25678,gimnasia-j-1804,Gimnasia (J),Barbieri,Germán Ricardo BARBIERI,20,True,Portero,GK,Portero,66,66,61,64,68,72,20,33,38,20,52,73,1976-03-16,22,Argentina,Argentina,Luján (BA),183,,,,,18,blanco,castano,EQ003003.PKF,1374230,original
gimnasia-j-1804-22059,22059,gimnasia-j-1804,Gimnasia (J),Castellano,Hernán Claudio CASTELLANO,1,True,Portero,GK,Portero,79,79,81,78,80,79,23,23,15,23,22,88,1972-08-03,25,Argentina,Argentina,Marcos Juarez (CBA),185,84,,,,1,blanco,castano,EQ003003.PKF,1374364,original
gimnasia-j-1804-25475,25475,gimnasia-j-1804,Gimnasia (J),Campi,José Luis CAMPI,12,True,Portero,GK,Portero,78,78,76,81,78,77,16,18,23,20,22,87,1971-01-28,27,Argentina,Argentina,Capital Federal,189,87,,,,12,blanco,castano,EQ003003.PKF,1377746,original
gimnasia-j-1804-25679,25679,gimnasia-j-1804,Gimnasia (J),Piro,Pablo PIRO,32,True,Defensa,DF,Central izquierdo,73,73,74,68,79,73,63,66,70,67,75,20,1970-12-05,27,Argentina,Argentina,Mar del Plata (BA),,,,,,21,blanco,castano,EQ003003.PKF,1379985,original
gimnasia-j-1804-22058,22058,gimnasia-j-1804,Gimnasia (J),Dopazo,Sergio Daniel DOPAZO,2,True,Defensa,DF,Lateral izquierdo,77,77,79,80,75,75,62,69,69,63,75,12,1968-11-08,29,Argentina,Argentina,Chacabuco (BA),170,73,,,,14,blanco,moreno,EQ003003.PKF,1380411,original
gimnasia-j-1804-20744,20744,gimnasia-j-1804,Gimnasia (J),Ordóñez,Diego Gastón ORDÓÑEZ,5,True,Defensa,DF,Lateral derecho,79,79,79,77,88,75,69,65,69,68,81,12,1974-03-26,24,Argentina,Argentina,Rosario (Santa Fé),173,68,,,,3,blanco,moreno,EQ003003.PKF,1381742,original
gimnasia-j-1804-4983,4983,gimnasia-j-1804,Gimnasia (J),Sandy,Marco Antonio SANDY Sansusty,3,True,Defensa,DF,Central izquierdo,75,75,77,78,78,70,66,68,65,66,74,10,1971-08-29,26,Bolivia,Bolivia,Cochabamba (Bolivia),182,76,,,,5,blanco,moreno,EQ003003.PKF,1384921,original
gimnasia-j-1804-20779,20779,gimnasia-j-1804,Gimnasia (J),Arzubialde,Héctor Carlos ARZUBIALDE,13,True,Defensa,DF,Libre,76,76,73,77,80,77,66,61,66,66,86,10,1964-08-22,33,Argentina,Argentina,Alta Gracia (Cba),184,75,,,,13,blanco,castano,EQ003003.PKF,1386578,original
gimnasia-j-1804-17434,17434,gimnasia-j-1804,Gimnasia (J),Boasso,Martín Mariano BOASSO,8,True,Medio,MF,Centrocampista izquierda,78,78,78,79,75,80,60,75,74,63,42,14,1975-04-11,23,Argentina,Argentina,El Trébol (SF),180,70,,,,11,blanco,castano,EQ003003.PKF,1391283,original
gimnasia-j-1804-17516,17516,gimnasia-j-1804,Gimnasia (J),Astudillo,Martín Mauricio ASTUDILLO,18,True,Medio,MF,Medio centro defensivo,77,77,77,79,76,77,67,90,83,62,63,11,1977-07-10,20,Argentina,Argentina,Mendoza,188,81,,,,6,blanco,moreno,EQ003003.PKF,1394137,original
gimnasia-j-1804-17517,17517,gimnasia-j-1804,Gimnasia (J),I. Castillo,Iván Sabino CASTILLO Salinas,19,True,Medio,MF,Centrocampista izquierda,79,79,83,81,76,79,60,90,84,68,65,12,1970-07-11,27,Bolivia,Bolivia,Bolivia,180,78,,,,15,mulato,moreno,EQ003003.PKF,1395153,original
gimnasia-j-1804-17518,17518,gimnasia-j-1804,Gimnasia (J),Aguírrez,Pedro Domingo AGUIRREZ,6,True,Defensa,DF,Central derecho,79,79,76,79,89,74,61,61,64,69,84,14,1973-08-06,24,Argentina,Argentina,Quilmes (BA),184,80,,,,4,blanco,moreno,EQ003003.PKF,1397288,original
gimnasia-j-1804-20781,20781,gimnasia-j-1804,Gimnasia (J),Mencia,Rubén Orlando MENCIA,14,True,Medio,MF,Interior derecho,75,75,79,72,73,76,68,87,80,63,69,17,1976-02-02,22,Argentina,Argentina,Formosa,177,70,,,,16,blanco,moreno,EQ003003.PKF,1399722,original
gimnasia-j-1804-20782,20782,gimnasia-j-1804,Gimnasia (J),Morales Santos,Carlos Leonardo MORALES Santos,10,True,Medio,MF,Media punta por el centro,80,80,82,78,76,84,69,83,81,63,69,15,1968-11-04,29,Paraguay,Paraguay,Asunción (Paraguay),170,65,,,,10,blanco,moreno,EQ003003.PKF,1401514,original
gimnasia-j-1804-17519,17519,gimnasia-j-1804,Gimnasia (J),Comminges,Martín Adrián COMMINGES,24,True,Medio,MF,Interior derecho,78,78,79,81,77,78,67,88,80,64,68,20,1975-10-06,22,Argentina,Argentina,Córdoba,176,75,,,,17,blanco,moreno,EQ003003.PKF,1404483,original
gimnasia-j-1804-20784,20784,gimnasia-j-1804,Gimnasia (J),González,ALEJANDRO Santiago GONZALEZ,4,True,Medio,MF,Centrocampista derecha,79,79,79,77,79,83,63,81,80,67,63,20,1972-10-06,25,Argentina,Argentina,Gral. Guemes (Salta),170,65,,,,2,blanco,moreno,EQ003003.PKF,1406934,original
gimnasia-j-1804-25680,25680,gimnasia-j-1804,Gimnasia (J),Romano,Sebastián Andrés ROMANO,23,True,Delantero,FW,Delantero centro,69,69,71,65,69,74,76,68,69,73,69,6,1978-09-18,19,Argentina,Argentina,Quilmes (BA),,,,,,23,blanco,castano,EQ003003.PKF,1409659,original
gimnasia-j-1804-25681,25681,gimnasia-j-1804,Gimnasia (J),Balvorín,Gustavo Alberto BALVORÍN,15,True,Delantero,FW,Delantero centro,75,75,74,74,77,76,75,57,65,68,68,4,1977-09-06,20,Argentina,Argentina,San Miguel Tucumán,,,,,,22,blanco,castano,EQ003003.PKF,1410255,original
gimnasia-j-1804-25682,25682,gimnasia-j-1804,Gimnasia (J),Comelles,Diego Rubén COMELLES,17,True,Delantero,FW,Delantero centro,71,71,74,68,71,73,80,69,73,73,71,7,1975-04-04,23,Argentina,Argentina,Capital Federal,,,,,,19,blanco,castano,EQ003003.PKF,1410740,original
gimnasia-j-1804-25683,25683,gimnasia-j-1804,Gimnasia (J),Almaraz,José Luis ALMARAZ,25,True,Delantero,FW,Media punta izquierda,69,69,71,72,68,65,72,75,70,66,76,7,1980-02-29,18,Argentina,Argentina,San Salvador (Jujuy),,,,,,24,blanco,castano,EQ003003.PKF,1410879,original
gimnasia-j-1804-21986,21986,gimnasia-j-1804,Gimnasia (J),Antuña,Raúl Adolfo ANTUÑA,9,True,Delantero,FW,Delantero centro,66,66,68,69,61,66,69,69,66,69,60,19,1973-08-31,24,Argentina,Argentina,San Juan,185,76,,,,7,blanco,moreno,EQ003003.PKF,1411095,original
